am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,cat_code,spp_group
Fis-138174,NA,NA,NA,Barathronus pacificus,N.E.,NA
Fis-138175,NA,NA,NA,Barathronus unicolor,N.E.,NA
Fis-138189,NA,NA,NA,Pseudonus acutus,N.E.,NA
Fis-138288,NA,NA,NA,Obliquogobius turkayi,NA,NA
Fis-138298,NA,NA,NA,Parapercis simulata,N.E.,NA
Fis-170290,NA,NA,NA,Jaydia hungi,N.E.,NA
Fis-138307,NA,NA,NA,Chlidichthys auratus,N.E.,NA
Fis-138309,NA,NA,NA,Scorpaenodes steinitzi,NA,NA
Fis-138312,NA,NA,NA,Cocotropus steinitzi,N.E.,NA
Fis-138329,NA,NA,NA,Lythrypnus mowbrayi,NA,NA
Fis-138332,NA,NA,NA,Enneapterygius destai,N.E.,NA
Fis-138334,NA,NA,NA,Astronesthes illuminatus,N.E.,NA
Fis-138335,NA,NA,NA,Astronesthes galapagensis,N.E.,NA
Fis-138348,NA,NA,NA,Lepidotrigla oglina,NA,NA
Fis-138398,NA,NA,NA,Pogonophryne orangiensis,N.E.,NA
Fis-138418,NA,NA,NA,Eustomias interruptus,N.E.,NA
Fis-138426,NA,NA,NA,Eustomias pinnatus,N.E.,NA
Fis-138459,NA,NA,NA,Bathytroctes macrognathus,N.E.,NA
Fis-138470,NA,NA,NA,Bathytroctes zugmayeri,N.E.,NA
Fis-138653,NA,NA,NA,Monognathus boehlkei,N.E.,NA
Fis-138666,NA,NA,NA,Monognathus bertini,N.E.,NA
Fis-138685,NA,NA,NA,Monognathus isaacsi,N.E.,NA
Fis-138686,NA,NA,NA,Pachycara thermophilum,NA,NA
Fis-138701,NA,NA,NA,Plectranthias robertsi,N.E.,NA
Fis-138726,NA,NA,NA,Psilotris boehlkei,N.E.,NA
Fis-138728,NA,NA,NA,Psilotris kaufmani,N.E.,NA
Fis-138770,NA,NA,NA,Parabrotula tanseimaru,N.E.,NA
Fis-138822,NA,NA,NA,Cryptocentrus cyanotaenia,N.E.,NA
Fis-138826,NA,NA,NA,Samariscus desoutterae,NA,NA
Fis-138830,NA,NA,NA,Anthias asperilinguis,N.E.,NA
Fis-138848,NA,NA,NA,Pleurosicya carolinensis,N.E.,NA
Fis-138856,NA,NA,NA,Priolepis limbatosquamis,N.E.,NA
Fis-138874,NA,NA,NA,Leptostichaeus pumilus,N.E.,NA
Fis-138937,NA,NA,NA,Xenoconger fryeri,N.E.,NA
Fis-138941,NA,NA,NA,Chromis dispilus,N.E.,NA
Fis-138971,NA,NA,NA,Lophiodes bruchius,N.E.,NA
Fis-139258,NA,NA,NA,Echinomacrurus mollis,N.E.,NA
Fis-139317,NA,NA,NA,Ataxolepis henactis,N.E.,NA
Fis-139490,NA,NA,NA,Linophryne brevibarbata,N.E.,NA
Fis-139522,NA,NA,NA,Lestidiops neles,N.E.,NA
Fis-139528,NA,NA,NA,Ophidion genyopus,N.E.,NA
Fis-139596,NA,NA,NA,Typhlonus nasus,N.E.,NA
Fis-139614,NA,NA,NA,Pseudonus squamiceps,N.E.,NA
Fis-139681,NA,NA,NA,Oneirodes macronema,N.E.,NA
Fis-140325,NA,NA,NA,Ammodytoides pylei,N.E.,NA
Fis-140478,NA,NA,NA,Hetereleotris kenyae,NA,NA
Fis-140479,NA,NA,NA,Hetereleotris vinsoni,NA,NA
Fis-140520,NA,NA,NA,Callionymus aagilis,N.E.,NA
Fis-140711,NA,NA,NA,Paramonacanthus tricuspis,N.E.,NA
Fis-140760,NA,NA,NA,Eustomias borealis,N.E.,NA
Fis-140914,NA,NA,NA,Hapalogenys merguiensis,N.E.,NA
Fis-159513,NA,NA,NA,Coelorinchus gaesorhynchus,N.E.,NA
Fis-141089,NA,NA,NA,Haemulon squamipinna,N.E.,NA
Fis-141090,NA,NA,NA,Amblyeleotris melanocephala,N.E.,NA
Fis-141217,NA,NA,NA,Myroconger prolixus,NA,NA
Fis-141259,NA,NA,NA,Gymnothorax intesi,NA,NA
Fis-141266,NA,NA,NA,Gymnothorax polyspondylus,N.E.,NA
Fis-141267,NA,NA,NA,Gymnothorax prismodon,NA,NA
Fis-159523,NA,NA,NA,Coelorinchus mayiae,N.E.,NA
Fis-159544,NA,NA,NA,Coelorinchus thurla,N.E.,NA
Fis-141405,NA,NA,NA,Sonoda megalophthalma,N.E.,NA
Fis-141444,NA,NA,NA,Varicus imswe,N.E.,NA
Fis-141477,NA,NA,NA,Catathyridium garmani,N.E.,NA
Fis-141492,NA,NA,NA,Nezumia leucoura,N.E.,NA
Fis-141499,NA,NA,NA,Nezumia merretti,N.E.,NA
Fis-141547,NA,NA,NA,Boehlkenchelys longidentata,N.E.,NA
Fis-141551,NA,NA,NA,Neomerinthe bauchotae,N.E.,NA
Fis-165215,NA,NA,NA,Jaydia photogaster,N.E.,NA
Fis-141738,NA,NA,NA,Acanthoplesiops echinatus,N.E.,NA
Fis-163613,NA,NA,NA,Apogonichthyoides gardineri,N.E.,NA
Fis-167270,NA,NA,NA,Lepidamia kalosoma,N.E.,NA
Fis-168752,NA,NA,NA,Taeniamia bilineata,N.E.,NA
Fis-142105,NA,NA,NA,Callionymus caeruleonotatus,N.E.,NA
Fis-142106,NA,NA,NA,Callionymus decoratus,N.E.,NA
Fis-148431,NA,NA,NA,Callionymus australis,N.E.,NA
Fis-142116,NA,NA,NA,Choridactylus striatus,N.E.,NA
Fis-161168,NA,NA,NA,Tomiyamichthys fourmanoiri,NA,NA
Fis-142239,NA,NA,NA,Eviota susanae,N.E.,NA
Fis-142434,NA,NA,NA,Chrionema pallidum,N.E.,NA
Fis-142440,NA,NA,NA,Myrichthys magnificus,N.E.,NA
Fis-142442,NA,NA,NA,Trimmatom offucius,N.E.,NA
Fis-142484,NA,NA,NA,Protammodytes brachistos,N.E.,NA
Fis-142487,NA,NA,NA,Oneirodes alius,N.E.,NA
Fis-142488,NA,NA,NA,Bleekeria kallolepis,N.E.,NA
Fis-142491,NA,NA,NA,Ammodytoides vagus,N.E.,NA
Fis-142493,NA,NA,NA,Ammodytoides kimurai,N.E.,NA
Fis-142495,NA,NA,NA,Ambophthalmos magnicirrus,N.E.,NA
Fis-142508,NA,NA,NA,Pseudochromis punctatus,N.E.,NA
Fis-142523,NA,NA,NA,Dysomma bucephalus,NA,NA
Fis-150149,NA,NA,NA,Thermobiotes mytilogeiton,N.E.,NA
Fis-142626,NA,NA,NA,Oneirodes micronema,N.E.,NA
Fis-142711,NA,NA,NA,Gazza squamiventralis,N.E.,NA
Fis-142752,NA,NA,NA,Gonorynchus forsteri,N.E.,NA
Fis-142754,NA,NA,NA,Gonorynchus moseleyi,N.E.,NA
Fis-142820,NA,NA,NA,Physiculus grinnelli,N.E.,NA
Fis-161584,NA,NA,NA,Ostorhinchus luteus,N.E.,NA
Fis-143286,NA,NA,NA,Synodus randalli,NA,NA
Fis-143312,NA,NA,NA,Acromycter alcocki,N.E.,NA
Fis-143314,NA,NA,NA,Acromycter atlanticus,N.E.,NA
Fis-143316,NA,NA,NA,Japonoconger caribbeus,N.E.,NA
Fis-143320,NA,NA,NA,Gnathophis heterolinea,N.E.,NA
Fis-143323,NA,NA,NA,Conger macrocephalus,N.E.,NA
Fis-143329,NA,NA,NA,Bathycongrus nasicus,NA,NA
Fis-143334,NA,NA,NA,Conger philippinus,N.E.,NA
Fis-143335,NA,NA,NA,Promyllantor purpureus,N.E.,NA
Fis-143343,NA,NA,NA,Japonoconger sivicolus,N.E.,NA
Fis-143350,NA,NA,NA,Parabathymyrus brachyrhynchus,N.E.,NA
Fis-143355,NA,NA,NA,Ariosoma megalops,N.E.,NA
Fis-143380,NA,NA,NA,Bathycongrus polyporus,N.E.,NA
Fis-143386,NA,NA,NA,Paraliparis charcoti,N.E.,NA
Fis-143407,NA,NA,NA,Echidna amblyodon,N.E.,NA
Fis-143417,NA,NA,NA,Polydactylus mullani,N.E.,NA
Fis-143432,NA,NA,NA,Stonogobiops yasha,N.E.,NA
Fis-143433,NA,NA,NA,Gymnothorax dorsalis,N.E.,NA
Fis-143436,NA,NA,NA,Gymnothorax formosus,N.E.,NA
Fis-143446,NA,NA,NA,Gymnothorax cephalospilus,N.E.,NA
Fis-156902,NA,NA,NA,Trimma rubromaculatum,N.E.,NA
Fis-149527,NA,NA,NA,Dibranchus spongiosa,N.E.,NA
Fis-143540,NA,NA,NA,Dibranchus cracens,N.E.,NA
Fis-143547,NA,NA,NA,Dibranchus sparsus,N.E.,NA
Fis-143562,NA,NA,NA,Dibranchus discors,N.E.,NA
Fis-143565,NA,NA,NA,Stenogobius marinus,NA,NA
Fis-143569,NA,NA,NA,Ariosoma obud,N.E.,NA
Fis-143570,NA,NA,NA,Ariosoma sokotranum,N.E.,NA
Fis-143572,NA,NA,NA,Parabathymyrus karrerae,N.E.,NA
Fis-143633,NA,NA,NA,Halieutopsis simula,NA,NA
Fis-143635,NA,NA,NA,Halieutopsis vermicularis,N.E.,NA
Fis-143640,NA,NA,NA,Halieutopsis ingerorum,N.E.,NA
Fis-143663,NA,NA,NA,Coelophrys oblonga,N.E.,NA
Fis-143684,NA,NA,NA,Anthias noeli,N.E.,NA
Fis-143699,NA,NA,NA,Rhynchoconger squaliceps,NA,NA
Fis-143706,NA,NA,NA,Gnathophis heterognathos,N.E.,NA
Fis-143711,NA,NA,NA,Hoplunnis megista,N.E.,NA
Fis-143729,NA,NA,NA,Nettenchelys inion,N.E.,NA
Fis-145500,NA,NA,NA,Nettenchelys exoria,N.E.,NA
Fis-143734,NA,NA,NA,Proscyllium venustum,N.E.,NA
Fis-143738,NA,NA,NA,Saurenchelys lateromaculatus,N.E.,NA
Fis-15220,NA,NA,NA,Chlorophthalmus borealis,N.E.,NA
Fis-144992,NA,NA,NA,Paraulopus legandi,N.E.,NA
Fis-143780,NA,NA,NA,Bathylagichthys longipinnis,N.E.,NA
Fis-120906,NA,NA,NA,Macroparalepis danae,NA,NA
Fis-143848,NA,NA,NA,Uncisudis advena,N.E.,NA
Fis-143853,NA,NA,NA,Bathypterois insularum,N.E.,NA
Fis-143854,NA,NA,NA,Ipnops meadi,N.E.,NA
Fis-143862,NA,NA,NA,Hoplichthys pectoralis,N.E.,NA
Fis-143865,NA,NA,NA,Himantolophus nigricornis,N.E.,NA
Fis-143897,NA,NA,NA,Pseudonezumia pusilla,N.E.,NA
Fis-143908,NA,NA,NA,Nansenia indica,N.E.,NA
Fis-143912,NA,NA,NA,Bathysauropsis malayanus,NA,NA
Fis-143916,NA,NA,NA,Eumicrotremus fedorovi,N.E.,NA
Fis-143917,NA,NA,NA,Paraliparis albescens,N.E.,NA
Fis-143919,NA,NA,NA,Careproctus ampliceps,NA,NA
Fis-143930,NA,NA,NA,Liparis eos,N.E.,NA
Fis-143966,NA,NA,NA,Prognatholiparis ptychomandibularis,NA,NA
Fis-143974,NA,NA,NA,Coelorinchus brevirostris,N.E.,NA
Fis-143987,NA,NA,NA,Nezumia investigatoris,N.E.,NA
Fis-143992,NA,NA,NA,Hymenocephalus nesaeae,N.E.,NA
Fis-144007,NA,NA,NA,Malacocephalus boretzi,N.E.,NA
Fis-144011,NA,NA,NA,Malacocephalus hawaiiensis,NA,NA
Fis-144013,NA,NA,NA,Coryphaenoides alateralis,N.E.,NA
Fis-144020,NA,NA,NA,Poecilopsetta vaynei,N.E.,NA
Fis-144025,NA,NA,NA,Elassodiscus obscurus,N.E.,NA
Fis-144042,NA,NA,NA,Ammotretis macrolepis,N.E.,NA
Fis-159533,NA,NA,NA,Coelorinchus pardus,NA,NA
Fis-144069,NA,NA,NA,Bathygadus entomelas,N.E.,NA
Fis-165879,NA,NA,NA,Spicomacrurus adelscotti,NA,NA
Fis-144081,NA,NA,NA,Radulinopsis derjavini,N.E.,NA
Fis-144088,NA,NA,NA,Talismania brachycephala,N.E.,NA
Fis-144100,NA,NA,NA,Alepocephalus antipodianus,N.E.,NA
Fis-144102,NA,NA,NA,Ventrifossa vinolenta,N.E.,NA
Fis-144103,NA,NA,NA,Alepocephalus asperifrons,N.E.,NA
Fis-144105,NA,NA,NA,Rouleina euryops,N.E.,NA
Fis-144112,NA,NA,NA,Bajacalifornia erimoensis,N.E.,NA
Fis-144113,NA,NA,NA,Alepocephalus fundulus,N.E.,NA
Fis-144115,NA,NA,NA,Aulastomatomorpha phospherops,N.E.,NA
Fis-144117,NA,NA,NA,Alepocephalus planifrons,N.E.,NA
Fis-144118,NA,NA,NA,Microphotolepis schmidti,N.E.,NA
Fis-144128,NA,NA,NA,Eupogonesthes xenicus,N.E.,NA
Fis-144131,NA,NA,NA,Lucigadus acrolophus,N.E.,NA
Fis-144144,NA,NA,NA,Pseudonezumia parvipes,N.E.,NA
Fis-159536,NA,NA,NA,Coelorinchus semaphoreus,N.E.,NA
Fis-144151,NA,NA,NA,Cetonurichthys subinflatus,N.E.,NA
Fis-144157,NA,NA,NA,Gadomus melanopterus,N.E.,NA
Fis-144171,NA,NA,NA,Chromis abrupta,N.E.,NA
Fis-144204,NA,NA,NA,Aseraggodes sinusarabici,N.E.,NA
Fis-144208,NA,NA,NA,Zebrias altipinnis,N.E.,NA
Fis-144212,NA,NA,NA,Symphurus luzonensis,N.E.,NA
Fis-144213,NA,NA,NA,Symphurus schultzi,NA,NA
Fis-144214,NA,NA,NA,Symphurus undatus,N.E.,NA
Fis-144219,NA,NA,NA,Chascanopsetta kenyaensis,N.E.,NA
Fis-144232,NA,NA,NA,Arnoglossus yamanakai,N.E.,NA
Fis-144234,NA,NA,NA,Lycenchelys callista,N.E.,NA
Fis-144237,NA,NA,NA,Lycenchelys folletti,N.E.,NA
Fis-144242,NA,NA,NA,Lycenchelys pequenoi,N.E.,NA
Fis-144243,NA,NA,NA,Lycenchelys peruana,N.E.,NA
Fis-144252,NA,NA,NA,Neocentropogon affinis,N.E.,NA
Fis-144255,NA,NA,NA,Cocotropus altipinnis,N.E.,NA
Fis-144274,NA,NA,NA,Pseudochromis fowleri,N.E.,NA
Fis-144284,NA,NA,NA,Assiculoides desmonotus,N.E.,NA
Fis-144287,NA,NA,NA,Ocosia ramaraoi,N.E.,NA
Fis-144288,NA,NA,NA,Ocosia zaspilota,N.E.,NA
Fis-144290,NA,NA,NA,Paraplesiops sinclairi,N.E.,NA
Fis-144293,NA,NA,NA,Notograptus gregoryi,N.E.,NA
Fis-144304,NA,NA,NA,Stalix moenensis,N.E.,NA
Fis-144306,NA,NA,NA,Opistognathus rosenbergii,N.E.,NA
Fis-144308,NA,NA,NA,Stalix sheni,N.E.,NA
Fis-144310,NA,NA,NA,Stalix versluysi,N.E.,NA
Fis-144313,NA,NA,NA,Stalix flavida,N.E.,NA
Fis-144326,NA,NA,NA,Stalix dicra,N.E.,NA
Fis-144329,NA,NA,NA,Citharoides orbitalis,N.E.,NA
Fis-144337,NA,NA,NA,Solenostomus leptosoma,NA,NA
Fis-170334,NA,NA,NA,Ostorhinchus oxina,N.E.,NA
Fis-144346,NA,NA,NA,Owstonia maccullochi,NA,NA
Fis-144367,NA,NA,NA,Paraploactis obbesi,N.E.,NA
Fis-144369,NA,NA,NA,Erisphex simplex,N.E.,NA
Fis-144371,NA,NA,NA,Cocotropus echinatus,N.E.,NA
Fis-144374,NA,NA,NA,Matsubarichthys inusitatus,N.E.,NA
Fis-144382,NA,NA,NA,Xenaploactis cautes,N.E.,NA
Fis-144383,NA,NA,NA,Sthenopus mollis,N.E.,NA
Fis-144420,NA,NA,NA,Leiognathus parviceps,N.E.,NA
Fis-144470,NA,NA,NA,Congrhynchus talabonoides,N.E.,NA
Fis-144473,NA,NA,NA,Holtbyrnia conocephala,N.E.,NA
Fis-144476,NA,NA,NA,Maulisia isaacsi,N.E.,NA
Fis-144485,NA,NA,NA,Diplophos pacificus,N.E.,NA
Fis-144489,NA,NA,NA,Thorophos nexilis,N.E.,NA
Fis-144500,NA,NA,NA,Sladenia remiger,N.E.,NA
Fis-144503,NA,NA,NA,Linophryne bipennata,N.E.,NA
Fis-144507,NA,NA,NA,Oneirodes flagellifer,N.E.,NA
Fis-144509,NA,NA,NA,Oneirodes melanocauda,N.E.,NA
Fis-144510,NA,NA,NA,Oneirodes plagionema,N.E.,NA
Fis-144513,NA,NA,NA,Oneirodes schistonema,N.E.,NA
Fis-144516,NA,NA,NA,Oneirodes thysanema,N.E.,NA
Fis-144517,NA,NA,NA,Tyrannophryne pugnax,N.E.,NA
Fis-144521,NA,NA,NA,Diaphus dahlgreni,N.E.,NA
Fis-144522,NA,NA,NA,Diaphus dehaveni,N.E.,NA
Fis-144523,NA,NA,NA,Diaphus ehrhorni,N.E.,NA
Fis-144525,NA,NA,NA,Diaphus faustinoi,N.E.,NA
Fis-144526,NA,NA,NA,Diaphus handi,N.E.,NA
Fis-144527,NA,NA,NA,Diaphus umbroculus,N.E.,NA
Fis-144529,NA,NA,NA,Diaphus wisneri,N.E.,NA
Fis-144574,NA,NA,NA,Acropoma lecorneti,N.E.,NA
Fis-144579,NA,NA,NA,Acanthoplesiops psilogaster,N.E.,NA
Fis-144588,NA,NA,NA,Gymnapogon vanderbilti,NA,NA
Fis-144590,NA,NA,NA,Siphamia argentea,N.E.,NA
Fis-170314,NA,NA,NA,Ostorhinchus diversus,NA,NA
Fis-167288,NA,NA,NA,Ostorhinchus komodoensis,N.E.,NA
Fis-144623,NA,NA,NA,Pseudanthias hutomoi,N.E.,NA
Fis-144631,NA,NA,NA,Acentrophryne longidens,N.E.,NA
Fis-144634,NA,NA,NA,Linophryne macrodon,N.E.,NA
Fis-144642,NA,NA,NA,Scorpaenodes muciparus,N.E.,NA
Fis-168335,NA,NA,NA,Hipposcorpaena filamentosus,N.E.,NA
Fis-144652,NA,NA,NA,Poecilopsetta dorsialta,N.E.,NA
Fis-144654,NA,NA,NA,Beliops batanensis,N.E.,NA
Fis-144661,NA,NA,NA,Eustomias suluensis,N.E.,NA
Fis-144664,NA,NA,NA,Eustomias cirritus,N.E.,NA
Fis-144666,NA,NA,NA,Eustomias pacificus,N.E.,NA
Fis-144668,NA,NA,NA,Melanostomias pauciradius,N.E.,NA
Fis-144673,NA,NA,NA,Aioliops megastigma,N.E.,NA
Fis-144697,NA,NA,NA,Cryptocentrus cebuanus,N.E.,NA
Fis-162411,NA,NA,NA,Myersina crocata,N.E.,NA
Fis-144705,NA,NA,NA,Cryptocentrus pavoninoides,N.E.,NA
Fis-144715,NA,NA,NA,Gerres silaceus,N.E.,NA
Fis-144724,NA,NA,NA,Pandaka pusilla,N.E.,NA
Fis-144731,NA,NA,NA,Oxyurichthys uronema,N.E.,NA
Fis-144743,NA,NA,NA,Priolepis latifascima,N.E.,NA
Fis-144766,NA,NA,NA,Callionymus acutirostris,NA,NA
Fis-144771,NA,NA,NA,Callionymus hainanensis,N.E.,NA
Fis-144772,NA,NA,NA,Callionymus hildae,N.E.,NA
Fis-144782,NA,NA,NA,Callionymus scabriceps,N.E.,NA
Fis-144783,NA,NA,NA,Callionymus schaapii,N.E.,NA
Fis-144785,NA,NA,NA,Callionymus umbrithorax,N.E.,NA
Fis-144787,NA,NA,NA,Synchiropus delandi,NA,NA
Fis-144792,NA,NA,NA,Callionymus kotthausi,N.E.,NA
Fis-144800,NA,NA,NA,Callionymus ochiaii,N.E.,NA
Fis-144801,NA,NA,NA,Callionymus regani,NA,NA
Fis-144806,NA,NA,NA,Synchiropus rubrovinctus,N.E.,NA
Fis-144810,NA,NA,NA,Draculo maugei,NA,NA
Fis-144817,NA,NA,NA,Mentodus bythios,NA,NA
Fis-144824,NA,NA,NA,Bovichtus veneris,NA,NA
Fis-144826,NA,NA,NA,Bovichtus diacanthus,N.E.,NA
Fis-144836,NA,NA,NA,Pogonophryne fusca,N.E.,NA
Fis-144837,NA,NA,NA,Pogonophryne squamibarbata,N.E.,NA
Fis-144845,NA,NA,NA,Priolepis agrena,N.E.,NA
Fis-144846,NA,NA,NA,Priolepis ailina,N.E.,NA
Fis-144848,NA,NA,NA,Lepadichthys springeri,N.E.,NA
Fis-144849,NA,NA,NA,Ebosia falcata,N.E.,NA
Fis-144854,NA,NA,NA,Amblyeleotris arcupinna,N.E.,NA
Fis-144858,NA,NA,NA,Evermannichthys bicolor,N.E.,NA
Fis-144875,NA,NA,NA,Trimma griffithsi,N.E.,NA
Fis-144891,NA,NA,NA,Ophichthus aphotistos,N.E.,NA
Fis-144896,NA,NA,NA,Ophichthus brachynotopterus,N.E.,NA
Fis-144934,NA,NA,NA,Bathygobius karachiensis,N.E.,NA
Fis-144937,NA,NA,NA,Yirrkala misolensis,N.E.,NA
Fis-144953,NA,NA,NA,Hetereleotris nebulofasciata,NA,NA
Fis-144956,NA,NA,NA,Psilogobius prolatus,N.E.,NA
Fis-144958,NA,NA,NA,Scolecenchelys acutirostris,N.E.,NA
Fis-144977,NA,NA,NA,Dactylopsaron dimorphicum,N.E.,NA
Fis-144981,NA,NA,NA,Pyrolycus manusanus,N.E.,NA
Fis-145012,NA,NA,NA,Pentaceros quinquespinis,N.E.,NA
Fis-145020,NA,NA,NA,Creedia alleni,N.E.,NA
Fis-145036,NA,NA,NA,Cetomimus craneae,N.E.,NA
Fis-170339,NA,NA,NA,Ostorhinchus relativus,NA,NA
Fis-145056,NA,NA,NA,Pseudamiops phasma,N.E.,NA
Fis-168750,NA,NA,NA,Taeniamia ataenia,N.E.,NA
Fis-145101,NA,NA,NA,Urotrygon cimar,N.E.,NA
Fis-145111,NA,NA,NA,Synchiropus kinmeiensis,N.E.,NA
Fis-145113,NA,NA,NA,Synchiropus rosulentus,N.E.,NA
Fis-145124,NA,NA,NA,Halosaurus carinicauda,N.E.,NA
Fis-145126,NA,NA,NA,Aldrovandia mediorostris,N.E.,NA
Fis-145219,NA,NA,NA,Scorpaenopsis obtusa,N.E.,NA
Fis-145220,NA,NA,NA,Scorpaenopsis orientalis,N.E.,NA
Fis-145231,NA,NA,NA,Andriashevicottus megacephalus,N.E.,NA
Fis-145232,NA,NA,NA,Polymetme illustris,N.E.,NA
Fis-145234,NA,NA,NA,Polymetme andriashevi,N.E.,NA
Fis-145241,NA,NA,NA,Vanderhorstia macropteryx,N.E.,NA
Fis-165715,NA,NA,NA,Creedia bilineata,N.E.,NA
Fis-145279,NA,NA,NA,Symphurus hondoensis,N.E.,NA
Fis-145282,NA,NA,NA,Symphurus australis,N.E.,NA
Fis-145286,NA,NA,NA,Brachysomophis umbonis,N.E.,NA
Fis-145311,NA,NA,NA,Arnoglossus andrewsi,N.E.,NA
Fis-145314,NA,NA,NA,Chascanopsetta megagnatha,N.E.,NA
Fis-145388,NA,NA,NA,Poromitra unicornis,N.E.,NA
Fis-145394,NA,NA,NA,Scorpaenodes tribulosus,N.E.,NA
Fis-145396,NA,NA,NA,Neomerinthe pallidimacula,NA,NA
Fis-145418,NA,NA,NA,Sebastes zonatus,N.E.,NA
Fis-145426,NA,NA,NA,Oneirodes basili,N.E.,NA
Fis-145427,NA,NA,NA,Oneirodes dicromischus,N.E.,NA
Fis-145434,NA,NA,NA,Oneirodes rosenblatti,N.E.,NA
Fis-145436,NA,NA,NA,Oneirodes haplonema,N.E.,NA
Fis-145469,NA,NA,NA,Callionymus africanus,N.E.,NA
Fis-145626,NA,NA,NA,Gobionotothen angustifrons,N.E.,NA
Fis-145655,NA,NA,NA,Psednos balushkini,N.E.,NA
Fis-145668,NA,NA,NA,Paraliparis costatus,N.E.,NA
Fis-145688,NA,NA,NA,Hippocampus biocellatus,N.E.,NA
Fis-145690,NA,NA,NA,Hippocampus semispinosus,NA,NA
Fis-145692,NA,NA,NA,Hippocampus montebelloensis,N.E.,NA
Fis-145693,NA,NA,NA,Hippocampus procerus,N.E.,NA
Fis-145783,NA,NA,NA,Anisochromis mascarenensis,N.E.,NA
Fis-145785,NA,NA,NA,Anisochromis straussi,N.E.,NA
Fis-145829,NA,NA,NA,Halaphritis platycephala,N.E.,NA
Fis-145863,NA,NA,NA,Diaphus burtoni,N.E.,NA
Fis-145864,NA,NA,NA,Diaphus lucifrons,N.E.,NA
Fis-163624,NA,NA,NA,Apogonichthyoides uninotatus,N.E.,NA
Fis-170310,NA,NA,NA,Apogonichthyoides cathetogramma,N.E.,NA
Fis-146039,NA,NA,NA,Palatogobius grandoculus,NA,NA
Fis-146041,NA,NA,NA,Psednos melanocephalus,N.E.,NA
Fis-146042,NA,NA,NA,Psednos mexicanus,N.E.,NA
Fis-146046,NA,NA,NA,Psednos cathetostomus,N.E.,NA
Fis-146054,NA,NA,NA,Gavialiceps taiwanensis,N.E.,NA
Fis-146079,NA,NA,NA,Eustomias bituberatus,N.E.,NA
Fis-146080,NA,NA,NA,Eustomias bituberoides,N.E.,NA
Fis-146081,NA,NA,NA,Eustomias inconstans,N.E.,NA
Fis-146082,NA,NA,NA,Eustomias deofamiliaris,N.E.,NA
Fis-146083,NA,NA,NA,Eustomias melanostigmoides,N.E.,NA
Fis-146084,NA,NA,NA,Eustomias medusa,N.E.,NA
Fis-146097,NA,NA,NA,Cryptocentrus russus,N.E.,NA
Fis-146100,NA,NA,NA,Psednos pallidus,N.E.,NA
Fis-146101,NA,NA,NA,Psednos griseus,N.E.,NA
Fis-146102,NA,NA,NA,Psednos delawarei,N.E.,NA
Fis-146103,NA,NA,NA,Psednos anoderkes,N.E.,NA
Fis-146157,NA,NA,NA,Halosaurus ridgwayi,N.E.,NA
Fis-146170,NA,NA,NA,Altrichthys curatus,N.E.,NA
Fis-146234,NA,NA,NA,Hemigobius mingi,N.E.,NA
Fis-146237,NA,NA,NA,Odonteleotris canina,NA,NA
Fis-146259,NA,NA,NA,Vinciguerria mabahiss,N.E.,NA
Fis-146287,NA,NA,NA,Atherinomorus aetholepis,N.E.,NA
Fis-146332,NA,NA,NA,Astronesthes tanibe,N.E.,NA
Fis-146367,NA,NA,NA,Paraliparis nassarum,N.E.,NA
Fis-146372,NA,NA,NA,Scopelarchus stephensi,N.E.,NA
Fis-146376,NA,NA,NA,Physiculus longicavis,N.E.,NA
Fis-146377,NA,NA,NA,Gadella obscurus,N.E.,NA
Fis-146382,NA,NA,NA,Psednos barnardi,N.E.,NA
Fis-146385,NA,NA,NA,Psednos gelatinosus,N.E.,NA
Fis-146390,NA,NA,NA,Psednos micruroides,N.E.,NA
Fis-146404,NA,NA,NA,Pleurosicya occidentalis,N.E.,NA
Fis-146408,NA,NA,NA,Coryphaenoides gypsochilus,N.E.,NA
Fis-159781,NA,NA,NA,Neoarius pectoralis,N.E.,NA
Fis-159697,NA,NA,NA,Aspistor hardenbergi,N.E.,NA
Fis-146551,NA,NA,NA,Artediellus neyelovi,N.E.,NA
Fis-146554,NA,NA,NA,Artediellus fuscimentus,N.E.,NA
Fis-146564,NA,NA,NA,Lycenchelys tohokuensis,N.E.,NA
Fis-146740,NA,NA,NA,Callionymus marquesensis,N.E.,NA
Fis-146741,NA,NA,NA,Diagramma melanacrum,N.E.,NA
Fis-146754,NA,NA,NA,Synchiropus novaecaledoniae,NA,NA
Fis-152150,NA,NA,NA,Dactylopus kuiteri,N.E.,NA
Fis-146756,NA,NA,NA,Synchiropus australis,NA,NA
Fis-146760,NA,NA,NA,Callionymus annulatus,N.E.,NA
Fis-146761,NA,NA,NA,Callionymus colini,N.E.,NA
Fis-146863,NA,NA,NA,Taenioides eruptionis,N.E.,NA
Fis-147555,NA,NA,NA,Bathycongrus bleekeri,N.E.,NA
Fis-147612,NA,NA,NA,Bathycongrus aequoreus,N.E.,NA
Fis-147704,NA,NA,NA,Symphysanodon andersoni,N.E.,NA
Fis-147734,NA,NA,NA,Diaphus trachops,N.E.,NA
Fis-166688,NA,NA,NA,Fowlerichthys scriptissimus,N.E.,NA
Fis-147877,NA,NA,NA,Ebinania macquariensis,N.E.,NA
Fis-167278,NA,NA,NA,Ostorhinchus cladophilos,N.E.,NA
