iucn_sid,pop_trend,am_sid,sciname,trend_score
187805,stable,Fis-23847,Symphodus tinca,0
187806,unknown,NA,Macropharyngodon vivienae,NA
187807,unknown,Fis-149158,Bodianus flavifrons,NA
187808,stable,Fis-31136,Anampses femininus,0
187809,unknown,Fis-32762,Xiphocheilus typus,NA
187810,unknown,Fis-25353,Halichoeres chloropterus,NA
187812,unknown,Fis-62626,Bodianus unimaculatus,NA
187813,unknown,Fis-30960,Suezichthys arquatus,NA
187814,unknown,NA,Iniistius jacksonensis,NA
187815,unknown,Fis-59764,Leptojulis polylepis,NA
187933,stable,NA,Monotrete suvattii,0
187935,unknown,Fis-25342,Terapon theraps,NA
187952,stable,NA,Monotrete leiurus,0
187954,stable,NA,Monotrete brevirostris,0
187974,unknown,NA,Monotrete ocellaris,NA
187978,unknown,NA,Monotrete turgidus,NA
187985,stable,NA,Tetraodon abei,0
187987,unknown,Fis-165257,Eugnathogobius illotus,NA
188101,stable,Fis-27612,Ophiocara porocephala,0
188315,unknown,Fis-29814,Chromis enchrysura,NA
188319,decreasing,Fis-149757,Neopomacentrus aquadulcis,-0.5
188324,unknown,Fis-23437,Chromis chromis,NA
188352,unknown,Fis-34876,Chromis cadenati,NA
188376,unknown,NA,Chromis lubbocki,NA
188419,unknown,Fis-28218,Abudefduf luridus,NA
188425,unknown,Fis-25777,Chrysiptera unimaculata,NA
188434,stable,Fis-23319,Abudefduf taurus,0
188469,unknown,Fis-29815,Chromis scotti,NA
188486,unknown,Fis-28235,Chromis limbata,NA
188496,unknown,Fis-24914,Stegastes planifrons,NA
188539,stable,Fis-24913,Stegastes partitus,0
188551,stable,Fis-149838,Stegastes adustus,0
188569,unknown,Fis-24912,Stegastes leucostictus,NA
188572,unknown,NA,Stegastes lubbocki,NA
188581,stable,Fis-23318,Abudefduf saxatilis,0
188586,unknown,Fis-35223,Stegastes imbricatus,NA
188592,unknown,Fis-24910,Stegastes diencaeus,NA
188607,unknown,Fis-23438,Chromis multilineata,NA
188617,unknown,Fis-23636,Microspathodon chrysurus,NA
188622,unknown,Fis-35180,Microspathodon frontatus,NA
188624,unknown,Fis-24500,Chromis insolata,NA
189178,stable,MFW-3735,Clithon oualaniensis,0
189314,unknown,SLB-92983,Cerithium coralium,NA
189357,unknown,MFW-1755,Cerithidea pliculosa,NA
189436,stable,MFW-1717,Neritina virginea,0
189550,unknown,W-Msc-208934,Littoraria undulata,NA
189557,stable,W-Msc-574843,Ellobium aurisjudae,0
189728,unknown,W-Msc-438902,Sepia grahami,NA
189731,unknown,SLB-103656,Sepia smithi,NA
189736,unknown,W-Msc-342133,Sepia filibrachia,NA
189747,unknown,Fis-125786,Enneapterygius leucopunctatus,NA
189752,stable,Fis-114188,Ruanoho whero,0
189818,unknown,Fis-48224,Lestidiops jayakari,NA
189823,stable,Fis-122362,Cyprinodon variegatus,0
189824,stable,Fis-24618,Fundulus heteroclitus,0
189828,unknown,Fis-62843,Trachyscorpia cristulata,NA
190064,unknown,Fis-31213,Chaunax pictus,NA
190065,unknown,Fis-47646,Cottunculus thomsonii,NA
190066,unknown,Fis-165322,Foetorepus goodenbeani,NA
190067,unknown,Fis-29877,Cryptopsaras couesii,NA
190069,unknown,Fis-24028,Gadella imberbis,NA
190070,unknown,Fis-23749,Pseudocaranx dentex,NA
190071,unknown,Fis-23432,Channomuraena vittata,NA
190072,unknown,Fis-114368,Bembrops macromma,NA
190073,unknown,Fis-24539,Desmodema polystictum,NA
190076,stable,Fis-132335,Opistognathus signatus,0
190079,stable,Fis-24835,Opistognathus aurifrons,0
190080,stable,Fis-24931,Remora osteochir,0
190081,unknown,Fis-30855,Paralichthys squamilentus,NA
190082,stable,Fis-25037,Trinectes maculatus,0
190083,unknown,Fis-22787,Lutjanus mahogoni,NA
190085,unknown,Fis-143317,Xenomystax congroides,NA
190086,unknown,Fis-30511,Pontinus longispinis,NA
190087,unknown,Fis-27737,Pollichthys mauli,NA
190089,unknown,Fis-33804,Diceratias pileatus,NA
190090,stable,Fis-30742,Trichiurus lepturus,0
190091,unknown,Fis-64506,Physiculus fulvus,NA
190093,unknown,Fis-25410,Malacocephalus laevis,NA
190095,stable,Fis-32392,Evoxymetopon taeniatus,0
190096,unknown,Fis-114618,Rhynchoconger guppyi,NA
190097,unknown,Fis-24461,Bellator brachychir,NA
190099,unknown,Fis-33799,Lestidium atlanticum,NA
190100,stable,Fis-23555,Hygophum benoiti,0
190102,unknown,Fis-23039,Bothus lunatus,NA
190103,unknown,Fis-33793,Melanostomias biseriatus,NA
190104,unknown,Fis-22987,Anchoa parva,NA
190105,unknown,Fis-30497,Plectranthias garrupellus,NA
190107,unknown,Fis-24609,Eumecichthys fiski,NA
190109,unknown,Fis-52159,Chiasmodon subniger,NA
190116,unknown,Fis-30255,Luvarus imperialis,NA
190117,unknown,Fis-23106,Decapterus macarellus,NA
190118,unknown,Fis-29291,Argyropelecus affinis,NA
190119,unknown,Fis-146451,Notarius quadriscutis,NA
190121,unknown,Fis-28615,Hypoplectrus chlorurus,NA
190123,unknown,Fis-26644,Cheilopogon cyanopterus,NA
190128,unknown,Fis-27267,Muraena melanotis,NA
190129,stable,Fis-149852,Ancylopsetta ommata,0
190130,unknown,Fis-34764,Argyripnus atlanticus,NA
190131,unknown,Fis-33188,Xenophthalmichthys danae,NA
190132,decreasing,Fis-148979,Haemulon plumierii,-0.5
190133,stable,Fis-23454,Cyclothone microdon,0
190134,increasing,Fis-23401,Brevoortia tyrannus,0.5
190135,stable,Fis-162889,Xenocephalus egregius,0
190136,unknown,Fis-34965,Ogcocephalus pantostictus,NA
190137,unknown,Fis-27276,Diretmichthys parini,NA
190138,decreasing,Fis-22946,Rhomboplites aurorubens,-0.5
190139,unknown,Fis-23807,Seriola fasciata,NA
190140,unknown,Fis-24684,Hyperoglyphe bythites,NA
190142,unknown,Fis-30122,Hoplunnis tenuis,NA
190145,unknown,Fis-33796,Sternoptyx pseudobscura,NA
190146,unknown,Fis-49885,Stemonosudis intermedia,NA
190147,unknown,Fis-31235,Searsia koefoedi,NA
190148,unknown,Fis-27709,Emmelichthys ruber,NA
190149,unknown,Fis-33790,Malacosteus niger,NA
190151,stable,Fis-24716,Kathetostoma albigutta,0
190153,unknown,Fis-23455,Cynoponticus savanna,NA
190154,unknown,Fis-62428,Bassozetus compressus,NA
190155,unknown,Fis-24860,Parophidion schmidti,NA
190156,unknown,Fis-22810,Pristipomoides aquilonaris,NA
190157,unknown,Fis-49079,Lophodolos acanthognathus,NA
190158,unknown,Fis-49887,Stemonosudis siliquiventer,NA
190160,unknown,Fis-23676,Ophichthus ophis,NA
190161,unknown,Fis-22176,Synagrops trispinosus,NA
190163,unknown,Fis-30017,Exocoetus obtusirostris,NA
190164,stable,Fis-22187,Decapterus tabl,0
190166,unknown,Fis-23915,Ariosoma anale,NA
190168,unknown,Fis-22157,Mugil curema,NA
190169,unknown,Fis-33234,Asquamiceps caeruleus,NA
190172,unknown,Fis-150213,Canthigaster figueiredoi,NA
190173,unknown,Fis-116271,Hypoplectrus aberrans,NA
190176,unknown,Fis-33734,Bonapartia pedaliota,NA
190178,unknown,NA,Centropristis fuscula,NA
190180,unknown,Fis-32361,Gigantura indica,NA
190183,stable,Fis-24676,Histrio histrio,0
190185,unknown,Fis-29741,Brevoortia smithi,NA
190190,unknown,Fis-24927,Rachycentron canadum,NA
190192,unknown,Fis-159170,Ogilbichthys kakuki,NA
190193,unknown,NA,Sphoeroides pachygaster,NA
190195,unknown,Fis-23291,Strongylura timucu,NA
190197,stable,Fis-35155,Diaphus mollis,0
190198,unknown,Fis-28101,Talismania antillarum,NA
190199,unknown,Fis-112706,Bellator ribeiroi,NA
190200,unknown,Fis-30431,Ogcocephalus corniger,NA
190201,unknown,Fis-33095,Acanthonus armatus,NA
190203,unknown,Fis-34785,Chauliodus danae,NA
190204,unknown,Fis-158911,Ogilbia jeffwilliamsi,NA
190205,unknown,Fis-22259,Emmelichthyops atlanticus,NA
190207,unknown,Fis-30248,Lophotus lacepede,NA
190208,unknown,Fis-25013,Symphurus piger,NA
190211,unknown,Fis-58405,Scomberesox saurus,NA
190213,stable,Fis-24831,Ophidion marginatum,0
190214,unknown,Fis-30349,Nemichthys scolopaceus,NA
190217,unknown,Fis-34615,Platytroctes apus,NA
190218,unknown,Fis-24992,Serranus atrobranchus,NA
190219,unknown,Fis-30894,Syacium gunteri,NA
190222,stable,Fis-22983,Anchoa mitchilli,0
190226,unknown,Fis-26493,Diplectrum radiale,NA
190227,unknown,Fis-55910,Symphurus tessellatus,NA
190228,unknown,Fis-23036,Bagre bagre,NA
190229,unknown,Fis-34777,Astronesthes leucopogon,NA
190230,unknown,Fis-55933,Symphurus oculellus,NA
190231,unknown,Fis-145097,Robinsia catherinae,NA
190232,unknown,Fis-26373,Taaningichthys bathyphilus,NA
190233,unknown,Fis-112689,Scorpaena agassizii,NA
190237,unknown,Fis-50714,Squalogadus modificatus,NA
190239,unknown,Fis-25469,Poromitra crassiceps,NA
190241,stable,Fis-49786,Melanorhinus microps,0
190243,unknown,Fis-33206,Bathypterois longipes,NA
190244,unknown,Fis-30202,Lepophidium jeannae,NA
190245,unknown,Fis-156172,Sciades herzbergii,NA
190246,decreasing,Fis-23817,Sphoeroides maculatus,-0.5
190247,unknown,Fis-23704,Orthopristis ruber,NA
190250,unknown,Fis-27265,Gymnothorax maderensis,NA
190251,unknown,Fis-24665,Hemanthias leptus,NA
190252,unknown,Fis-24435,Ariomma melanum,NA
190253,stable,Fis-30442,Opistognathus macrognathus,0
190255,unknown,Fis-24518,Cookeolus japonicus,NA
190257,unknown,Fis-24839,Opsanus beta,NA
190258,unknown,Fis-139714,Polymetme thaeocoryla,NA
190261,stable,Fis-25178,Notolychnus valdiviae,0
190262,unknown,Fis-33111,Luciobrotula corethromycter,NA
190263,unknown,Fis-32412,Lepophidium aporrhox,NA
190264,unknown,Fis-34410,Rouleina maderensis,NA
190265,unknown,Fis-34147,Bathytroctes microlepis,NA
190269,unknown,Fis-29630,Anchoa colonensis,NA
190274,unknown,Fis-25032,Trichopsetta ventralis,NA
190275,unknown,Fis-141479,Trinectes microphthalmus,NA
190276,unknown,Fis-23466,Cheilopogon melanurus,NA
190278,unknown,Fis-50449,Dolopichthys longicornis,NA
190279,decreasing,Fis-22935,Pomatomus saltatrix,-0.5
190281,unknown,Fis-24854,Parahollardia lineata,NA
190282,unknown,Fis-138460,Bathytroctes macrolepis,NA
190283,unknown,Fis-30874,Prionotus rubio,NA
190285,unknown,Fis-23562,Ichthyococcus ovatus,NA
190286,unknown,Fis-148361,Bathylagoides argyrogaster,NA
190287,unknown,Fis-23582,Lepidocybium flavobrunneum,NA
190290,unknown,NA,Hypoplectrus gemma,NA
190292,unknown,Fis-23551,Hirundichthys speculiger,NA
190296,unknown,Fis-30710,Tetragonurus atlanticus,NA
190297,unknown,Fis-24993,Serranus baldwini,NA
190298,unknown,Fis-34206,Photostylus pycnopterus,NA
190300,stable,Fis-52356,Cyclothone alba,0
190302,unknown,Fis-31234,Photostomias guernei,NA
190307,stable,Fis-132606,Neobythites marginatus,0
190310,unknown,Fis-33810,Chiasmodon niger,NA
190311,unknown,Fis-139575,Nannobrachium lineatum,NA
190313,unknown,Fis-125893,Maurolicus weitzmani,NA
190315,unknown,Fis-64212,Serrivomer beanii,NA
190316,unknown,Fis-49922,Scopelarchus analis,NA
190317,stable,Fis-28239,Bolinichthys photothorax,0
190318,unknown,Fis-33145,Gymnothorax polygonius,NA
190321,unknown,Fis-33845,Diaphus garmani,NA
190323,unknown,Fis-64565,Thalassophryne nattereri,NA
190324,unknown,Fis-29801,Chauliodus sloani,NA
190325,stable,Fis-24540,Diplectrum bivittatum,0
190327,unknown,Fis-29787,Centropomus parallelus,NA
190328,unknown,NA,Sphoeroides yergeri,NA
190329,unknown,Fis-139510,Cyprinodon artifrons,NA
190330,unknown,Fis-30555,Pterycombus brama,NA
190332,stable,Fis-24479,Canthidermis sufflamen,0
190333,unknown,Fis-30760,Aluterus heudelotii,NA
190334,unknown,Fis-27311,Bathytyphlops sewelli,NA
190336,unknown,Fis-30618,Scorpaena calcarata,NA
190339,unknown,Fis-24994,Serranus subligarius,NA
190340,unknown,Fis-23148,Hemicaranx amblyrhynchus,NA
190341,unknown,Fis-131546,Acanthochaenus luetkenii,NA
190342,unknown,Fis-30353,Neoconger mucronatus,NA
190344,unknown,Fis-30432,Ogilbia cayorum,NA
190345,unknown,Fis-24419,Ancylopsetta dilecta,NA
190346,unknown,Fis-23893,Zu cristatus,NA
190347,stable,Fis-22974,Zenopsis conchifer,0
190348,stable,Fis-24447,Astroscopus y-graecum,0
190350,unknown,Fis-25456,Avocettina infans,NA
190351,unknown,Fis-24043,Gymnothorax nigromarginatus,NA
190353,unknown,Fis-34848,Aristostomias tittmanni,NA
190354,unknown,Fis-118052,Idiastion kyphos,NA
190355,unknown,Fis-158919,Ogilbia suarezae,NA
190356,unknown,Fis-26565,Aldrovandia affinis,NA
190358,unknown,Fis-29470,Paralichthys albigutta,NA
190360,unknown,Fis-31246,Astronesthes macropogon,NA
190361,unknown,Fis-31210,Astronesthes niger,NA
190362,unknown,Fis-22194,Sphyraena guachancho,NA
190365,unknown,NA,Paralabrax dewegeri,NA
190369,unknown,Fis-32344,Lampanyctus nobilis,NA
190372,unknown,Fis-22938,Pristipomoides macrophthalmus,NA
190373,unknown,Fis-125182,Astronesthes atlanticus,NA
190375,unknown,Fis-149504,Hoplunnis macrura,NA
190376,unknown,Fis-34841,Photonectes phyllopogon,NA
190377,stable,Fis-25040,Xanthichthys ringens,0
190378,unknown,Fis-30575,Regalecus glesne,NA
190380,unknown,Fis-23579,Lagocephalus laevigatus,NA
190383,unknown,Fis-23088,Cetengraulis edentulus,NA
190384,unknown,Fis-32810,Cubiceps caeruleus,NA
190385,unknown,Fis-23905,Antimora rostrata,NA
190387,stable,Fis-116262,Neobythites gilli,0
190388,stable,Fis-22954,Selar crumenophthalmus,0
190389,unknown,Fis-27313,Scopelosaurus lepidus,NA
190390,stable,Fis-28238,Bolinichthys indicus,0
190391,unknown,Fis-23465,Cheilopogon furcatus,NA
190393,stable,Fis-22182,Echeneis naucrates,0
190394,unknown,Fis-25025,Taractichthys longipinnis,NA
190397,unknown,Fis-24918,Pristigenys alta,NA
190398,unknown,Fis-30623,Scorpaena isthmensis,NA
190400,unknown,Fis-30752,Uroconger syringinus,NA
190401,unknown,Fis-49791,Ophidion nocomis,NA
190402,unknown,Fis-50565,Spiniphryne gladisfenae,NA
190403,unknown,Fis-26349,Polyacanthonotus challengeri,NA
190404,unknown,Fis-32354,Diaphus anderseni,NA
190405,unknown,Fis-24071,Ichthyapus ophioneus,NA
190407,stable,Fis-23864,Trachinotus falcatus,0
190412,stable,Fis-22211,Trachinotus cayennensis,0
190420,unknown,Fis-29863,Corniger spinosus,NA
190422,decreasing,Fis-23639,Mola mola,-0.5
190425,unknown,Fis-23605,Lobianchia gemellarii,NA
190426,unknown,Fis-23731,Polydactylus virginicus,NA
190429,unknown,Fis-23645,Mulloidichthys martinicus,NA
190430,unknown,Fis-49782,Callechelys bilinearis,NA
190431,unknown,Fis-30357,Nettastoma melanurum,NA
190432,stable,Fis-30588,Ruvettus pretiosus,0
190433,unknown,Fis-112823,Pseudoscopelus scriptus,NA
190434,unknown,Fis-34814,Eustomias melanostigma,NA
190436,unknown,Fis-30870,Prionotus martis,NA
190438,unknown,Fis-143506,Opsanus dichrostomus,NA
190440,unknown,Fis-24138,Myrichthys ocellatus,NA
190441,unknown,Fis-166686,Fowlerichthys ocellatus,NA
190443,stable,Fis-30023,Fundulus confluentus,0
190444,stable,Fis-24478,Canthidermis maculata,0
190445,unknown,Fis-30706,Synodus poeyi,NA
190447,unknown,Fis-53389,Caulophryne jordani,NA
190451,stable,Fis-23672,Oligoplites saliens,0
190452,stable,Fis-23192,Naucrates ductor,0
190453,stable,Fis-30329,Myctophum punctatum,0
190456,stable,Fis-204,Ariopsis felis,0
190458,stable,Fis-22744,Caranx hippos,0
190459,unknown,Fis-24422,Antennarius multiocellatus,NA
190461,stable,Fis-24896,Phtheirichthys lineatus,0
190462,unknown,Fis-23849,Symphurus plagiusa,NA
190464,unknown,Fis-136019,Lagocephalus lagocephalus,NA
190466,unknown,Fis-23844,Symbolophorus veranyi,NA
190468,increasing,Fis-25511,Pterois volitans,0.5
190469,stable,Fis-127140,Echiodon dawsoni,0
190470,unknown,Fis-24763,Malacanthus plumieri,NA
190471,unknown,Fis-30075,Gonostoma denudatum,NA
190477,unknown,Fis-50074,Symbolophorus rufinus,NA
190478,unknown,Fis-30087,Harengula jaguana,NA
190480,unknown,Fis-49936,Scopelarchus michaelsarsi,NA
190481,decreasing,Fis-30084,Haemulon aurolineatum,-0.5
190484,unknown,Fis-24363,Synodus intermedius,NA
190485,unknown,Fis-139729,Melanolagus bericoides,NA
190488,unknown,Fis-26530,Bolinichthys supralateralis,NA
190489,unknown,Fis-127579,Polyacanthonotus merretti,NA
190674,unknown,Fis-28641,Haletta semifasciata,NA
190675,unknown,Fis-165475,Heteroscarus acroptilus,NA
190676,unknown,Fis-28640,Neoodax balteatus,NA
190677,unknown,NA,Odax cyanoallix,NA
190678,unknown,NA,Odax pullus,NA
190679,unknown,Fis-21342,Olisthops cyanomelas,NA
190680,unknown,Fis-149524,Siphonognathus caninis,NA
190681,unknown,Fis-35385,Siphonognathus argyrophanes,NA
190682,unknown,Fis-28644,Siphonognathus attenuatus,NA
190683,unknown,Fis-28647,Siphonognathus radiatus,NA
190685,unknown,Fis-25080,Calotomus spinidens,NA
190686,unknown,Fis-25079,Calotomus japonicus,NA
190687,unknown,Fis-25082,Calotomus zonarchus,NA
190688,unknown,Fis-25078,Calotomus carolinus,NA
190689,unknown,Fis-25081,Calotomus viridescens,NA
190690,unknown,Fis-25690,Cetoscarus bicolor,NA
190691,unknown,Fis-165595,Cetoscarus ocellatus,NA
190692,unknown,Fis-123150,Chlorurus enneacanthus,NA
190693,unknown,Fis-35826,Scarus collana,NA
190694,unknown,Fis-21840,Scarus globiceps,NA
190695,unknown,Fis-21827,Scarus flavipectoralis,NA
190697,unknown,Fis-58514,Chlorurus capistratoides,NA
190698,unknown,Fis-30609,Scarus vetula,NA
190699,unknown,Fis-123148,Chlorurus atrilunula,NA
190700,unknown,Fis-32580,Scarus scaber,NA
190701,unknown,Fis-166563,Nicholsina collettei,NA
190702,unknown,Fis-143281,Scarus fuscocaudalis,NA
190703,unknown,Fis-25425,Scarus hoefleri,NA
190704,unknown,Fis-8368,Scarus tricolor,NA
190705,unknown,Fis-31420,Scarus ghobban,NA
190706,unknown,Fis-32579,Scarus russelii,NA
190707,unknown,Fis-31416,Scarus chameleon,NA
190708,unknown,Fis-31425,Scarus quoyi,NA
190709,unknown,Fis-159655,Scarus coeruleus,NA
190710,unknown,Fis-28736,Sparisoma cretense,NA
190711,unknown,Fis-123151,Chlorurus bowersi,NA
190712,unknown,Fis-24998,Sparisoma radians,NA
190713,unknown,Fis-25405,Scarus spinus,NA
190714,unknown,Fis-29128,Scarus fuscopurpureus,NA
190715,unknown,Fis-63983,Chlorurus sordidus,NA
190717,unknown,Fis-21834,Scarus rivulatus,NA
190718,unknown,Fis-123153,Chlorurus perspicillatus,NA
190719,unknown,Fis-58516,Chlorurus japanensis,NA
190721,unknown,Fis-23815,Sparisoma rubripinne,NA
190722,unknown,Fis-26762,Scarus falcipinnis,NA
190723,unknown,Fis-145196,Sparisoma amplum,NA
190725,unknown,Fis-121730,Scarus xanthopleura,NA
190726,unknown,Fis-25692,Scarus altipinnis,NA
190727,unknown,NA,Chlorurus spilurus,NA
190728,unknown,Fis-5683,Chlorurus microrhinos,NA
190729,unknown,Fis-30665,Sparisoma aurofrenatum,NA
190730,unknown,Fis-23667,Nicholsina usta,NA
190731,unknown,Fis-25696,Scarus rubroviolaceus,NA
190732,unknown,Fis-145135,Scarus iseri,NA
190733,unknown,Fis-26760,Hipposcarus harid,NA
190734,unknown,Fis-23816,Sparisoma viride,NA
190736,unknown,Fis-31424,Scarus psittacus,NA
190737,unknown,NA,Chlorurus cyanescens,NA
190738,unknown,Fis-23814,Sparisoma chrysopterum,NA
190739,unknown,Fis-21826,Scarus dimidiatus,NA
190740,unknown,Fis-31422,Scarus niger,NA
190741,unknown,Fis-112193,Chlorurus troschelii,NA
190742,unknown,Fis-57950,Chlorurus strongylocephalus,NA
190744,unknown,Fis-121729,Chlorurus bleekeri,NA
190745,unknown,Fis-25691,Hipposcarus longiceps,NA
190746,unknown,Fis-119366,Chlorurus oedema,NA
190747,unknown,Fis-25694,Scarus forsteni,NA
190748,decreasing,Fis-145208,Scarus trispinosus,-0.5
190749,unknown,NA,Scarus pyrrostethus,NA
190750,unknown,Fis-30608,Scarus taeniopterus,NA
190753,unknown,Fis-5681,Chlorurus gibbus,NA
190754,unknown,Fis-31170,Scarus koputea,NA
190755,unknown,Fis-31418,Scarus frenatus,NA
190756,unknown,Fis-25083,Leptoscarus vaigiensis,NA
190757,unknown,Fis-29875,Cryptotomus roseus,NA
190758,unknown,Fis-29129,Chlorurus genazonatus,NA
190759,unknown,Fis-35827,Scarus ferrugineus,NA
190761,unknown,Fis-28592,Scarus hypselopterus,NA
190762,stable,Fis-123152,Chlorurus frontalis,0
190763,unknown,NA,Scarus arabicus,NA
190765,unknown,Fis-35828,Scarus persicus,NA
190766,unknown,Fis-26761,Scarus caudofasciatus,NA
190767,unknown,Fis-114324,Chlorurus rhakoura,NA
190768,unknown,Fis-24997,Sparisoma atomarium,NA
190769,unknown,Fis-31171,Scarus longipinnis,NA
190770,stable,Fis-153080,Sparisoma tuiupiranga,0
190925,unknown,SLB-71544,Pholidoteuthis massyae,NA
190957,unknown,Fis-24748,Lophogobius cyprinoides,NA
190959,unknown,Fis-29724,Bathygobius mystacium,NA
190963,unknown,Fis-138326,Lythrypnus crocodilus,NA
190973,stable,Fis-29664,Apogon planifrons,0
190974,unknown,Fis-24889,Phaeoptyx xenus,NA
191108,decreasing,Fis-22845,Anguilla rostrata,-0.5
191110,unknown,Fis-49780,Ophichthus gomesii,NA
191191,stable,Fis-24770,Menidia beryllina,0
191197,unknown,Fis-129877,Hyporhamphus meeki,NA
191206,increasing,Fis-23335,Alosa sapidissima,0.5
191207,stable,Fis-29739,Brevoortia gunteri,0
191208,stable,Fis-29740,Brevoortia patronus,0
191210,stable,Fis-23481,Dorosoma cepedianum,0
191211,stable,Fis-23482,Dorosoma petenense,0
191214,unknown,Fis-23351,Anchoa lyolepis,NA
191314,unknown,Fis-24627,Fundulus similis,NA
191368,stable,Fis-24749,Lucania parva,0
191822,stable,Fis-29369,Elops saurus,0
191823,decreasing,Fis-2518,Megalops atlanticus,-0.5
191828,unknown,NA,Lupinoblennius nicholsi,NA
191829,stable,Fis-22184,Caranx latus,0
191831,unknown,Fis-29786,Centropomus ensiferus,NA
191832,unknown,Fis-32403,Centropomus mexicanus,NA
191833,unknown,Fis-29788,Centropomus pectinatus,NA
191835,unknown,Fis-22857,Centropomus undecimalis,NA
192254,NA,NA,Conus californicus,NA
192255,unknown,NA,Conus sahlbergi,NA
192256,unknown,NA,Conus explorator,NA
192258,unknown,W-Msc-428376,Conus suturatus,NA
192259,unknown,NA,Conus brianhayesi,NA
192260,unknown,NA,Conus anabelae,NA
192262,unknown,NA,Conus glenni,NA
192263,unknown,NA,Conus thomae,NA
192266,unknown,NA,Conus flavus,NA
192267,unknown,NA,Conus pagodus,NA
